run_id,seed,method,method_protocol,num_tasks,accuracy,macro_f1,weighted_f1,balanced_accuracy,task_forgetting,class_forgetting,zero_f1_classes,total_memory_budget,replay_draws_per_epoch
adf2c406e46c4780a53d56ab9751f51b,0,replay_distill_fixed_budget_uniform,replay_distill_fixed_budget_uniform,8,0.2208174455977052,0.4071514177579935,0.1866095690094066,0.5582767748299704,0.2619116269845302,0.20476758276343887,5,6800,6800
e1e623905f374d2194291d998abfb580,1,replay_distill_fixed_budget_uniform,replay_distill_fixed_budget_uniform,8,0.1923980784959738,0.3677170107886092,0.1710844346052296,0.5165863157094586,0.2699530352332419,0.24114426793926913,9,6800,6800
e782b4fdecb14849b7e3bef960b4a46e,2,replay_distill_fixed_budget_uniform,replay_distill_fixed_budget_uniform,8,0.2267386270692455,0.3623819936216116,0.1251083203134725,0.4940460734565315,0.3747514245242073,0.22895853463135568,4,6800,6800
8ab124fe4ac94b4baee9ece61b3f979b,3,replay_distill_fixed_budget_uniform,replay_distill_fixed_budget_uniform,8,0.3067436957849021,0.3814153948088886,0.1730914079463079,0.4393437379249482,0.3837728547777202,0.23906006754517842,5,6800,6800
0bb440133a404621a50e14e468d6d341,4,replay_distill_fixed_budget_uniform,replay_distill_fixed_budget_uniform,8,0.1431336182565922,0.361899687897421,0.084479417812633,0.4888691132177911,0.3462375393818978,0.27367872983001185,8,6800,6800
